Customer_ID,Age,Gender,Marital_Status,Occupation,Region,Account_Type,Annual_Income,Account_Tenure,Engagement_Score,Credit_Limit,Products_Held,Total_Investment_Value,Avg_Monthly_Balance,Online_Banking_Score,Complaints_Filed,Overdue_Count,Feedback_Score,Dormancy_Period,Churn
13571,22,Female,Single,Self-Employed,West,Savings,50187,9,47.83,62315,4,150666,30617,39.18,3,2,10.0,5,Yes
13572,25,Male,Single,Student,North,Current,31172,5,100.0,70260,3,66312,25950,98.48,1,2,10.0,1,No
13573,31,Female,Other,Salaried,South,Savings,62788,11,81.99,75582,4,128069,36674,82.69,1,2,9.0,5,No
13574,32,Male,Married,Business,Central,Premium,33837,16,52.58,48558,4,196708,43148,55.71,4,2,7.16,5,No
13575,50,Female,Single,Self-Employed,East,Savings,63750,12,42.48,74628,2,152536,32970,32.4,3,2,9.86,5,No
13576,18,Male,Married,Retired,North,Premium,54895,0,53.97,74889,1,-7381,13265,44.82,2,3,8.24,5,Yes
13577,36,Female,Single,Student,North,Savings,163280,3,98.11,118633,3,68286,27741,89.5,0,2,10.0,1,No
13578,19,Male,Other,Student,South,Savings,80686,15,51.09,72484,3,163268,45059,48.16,4,2,10.0,4,No
13579,47,Male,Married,Unemployed,West,Savings,19855,18,41.33,48484,5,196248,47299,52.35,2,3,9.69,0,Yes
13580,19,Male,Married,Retired,North,Premium,28031,4,41.99,94808,1,38495,17395,42.13,2,2,6.58,5,No
13581,44,Female,Single,Business,East,Premium,61890,12,85.68,76393,4,133773,39440,96.05,0,3,10.0,0,No
13582,46,Male,Single,Unemployed,Central,Current,34272,9,45.5,97509,3,130972,29216,47.6,2,2,9.43,1,No
13583,18,Male,Single,Unemployed,North,Savings,10086,25,90.88,49663,5,282408,63729,85.18,0,2,10.0,0,No
13584,25,Female,Married,Retired,Central,Current,134554,28,68.01,81421,6,318869,76588,56.77,4,2,4.79,4,No
13585,18,Female,Married,Student,South,Savings,92238,4,82.35,65830,2,69649,24834,87.06,1,2,10.0,2,No
13586,39,Male,Married,Self-Employed,East,Savings,81845,15,92.51,63910,5,171706,48620,89.5,1,4,9.99,0,No
13587,44,Male,Other,Retired,Central,Savings,41589,29,52.51,42205,7,304013,68602,36.15,2,2,9.01,3,No
13588,18,Female,Single,Business,West,Premium,77389,0,80.31,78185,1,38850,16130,68.87,0,4,8.16,5,No
13589,43,Male,Married,Student,South,Current,39237,11,64.35,99550,1,121665,32698,74.81,1,3,9.46,5,No
13590,47,Female,Married,Business,North,Savings,67704,14,71.14,47548,5,143504,47139,73.02,1,2,8.83,0,No
13591,37,Male,Other,Self-Employed,West,Savings,34463,4,100.0,70055,1,90873,18937,95.77,1,2,10.0,0,No
13592,30,Female,Other,Unemployed,East,Current,148712,5,64.06,104337,1,101245,29308,71.84,1,3,10.0,3,No
13593,31,Male,Single,Self-Employed,South,Savings,23338,10,84.41,85457,3,129941,34378,83.22,0,3,10.0,5,Yes
13594,37,Male,Single,Unemployed,South,Savings,125413,19,100.0,102182,4,206234,56574,100.0,0,2,7.54,4,No
13595,48,Female,Married,Self-Employed,South,Current,61288,28,53.27,78242,6,307106,71734,49.87,2,2,7.7,0,No
13596,23,Female,Married,Student,West,Premium,44637,13,47.27,50735,3,150779,35874,38.22,3,3,9.45,5,No
13597,29,Female,Single,Business,West,Premium,66184,25,61.91,45558,6,254447,65676,45.33,2,3,7.26,1,No
13598,27,Male,Married,Self-Employed,South,Savings,92967,1,46.14,102852,1,48448,12980,38.83,3,2,4.61,0,No
13599,42,Male,Married,Student,East,Savings,135950,9,55.9,104028,1,121023,34740,30.61,2,2,8.33,0,No
13600,51,Male,Single,Business,South,Savings,72249,26,56.18,67640,5,299742,65641,50.12,3,2,5.97,2,No
13601,31,Female,Other,Retired,North,Savings,35086,24,61.14,77264,5,229725,61808,68.02,1,3,8.15,5,No
13602,49,Female,Other,Business,South,Savings,61906,11,45.67,66091,2,102949,37334,62.73,4,3,5.61,2,Yes
13603,37,Male,Married,Unemployed,North,Savings,178095,8,70.08,137929,4,99302,38578,66.31,1,2,9.98,0,No
13604,49,Male,Single,Unemployed,South,Savings,134404,8,55.98,73979,5,128534,32435,49.61,2,2,5.65,3,No
13605,44,Female,Single,Retired,East,Current,103286,24,59.03,63505,6,286955,66575,58.31,2,2,8.18,2,Yes
13606,25,Female,Married,Retired,North,Savings,96510,9,77.78,36682,3,93196,37600,65.56,3,2,10.0,1,No
13607,22,Male,Married,Student,Central,Current,91096,6,71.03,85463,1,100535,26169,77.18,2,2,10.0,4,No
13608,32,Female,Married,Retired,South,Savings,120000,27,88.03,89344,6,274953,75589,67.31,0,3,10.0,0,No
13609,25,Female,Married,Business,Central,Savings,45525,1,90.04,64074,2,25305,15880,97.81,0,2,10.0,2,Yes
13610,40,Male,Single,Self-Employed,West,Savings,26554,22,57.45,71747,5,246116,56500,77.18,5,3,8.57,1,No
13611,31,Female,Single,Retired,West,Premium,62405,0,68.06,89408,1,12132,16098,61.45,1,2,9.07,3,No
13612,44,Male,Single,Self-Employed,West,Current,36660,21,71.84,66823,4,218889,55477,69.62,1,2,7.6,2,No
13613,23,Male,Married,Self-Employed,Central,Current,31792,21,53.15,68176,5,254676,54439,60.63,2,3,8.56,1,No
13614,25,Male,Married,Retired,West,Savings,38864,20,46.04,72544,5,251908,51556,19.28,3,4,10.0,1,Yes
13615,18,Female,Single,Student,Central,Savings,265983,22,80.29,158413,10,298200,70535,74.96,1,2,9.73,0,No
13616,26,Female,Other,Self-Employed,North,Premium,64969,18,88.13,64788,6,196914,54266,88.29,2,2,10.0,3,No
13617,51,Male,Other,Business,South,Savings,74395,22,48.82,72287,5,259155,58177,51.57,2,3,7.81,0,No
13618,44,Male,Single,Salaried,Central,Savings,28755,21,69.91,84667,6,235826,50422,91.01,1,2,9.53,3,No
13619,30,Male,Single,Retired,West,Savings,19806,29,52.27,68777,5,279558,72212,60.21,3,3,8.37,1,No
13620,21,Female,Married,Retired,West,Current,36628,29,53.63,42476,7,273871,68788,49.76,2,2,10.0,1,No
13621,31,Female,Other,Unemployed,South,Savings,141905,18,57.48,53659,5,227064,54345,65.08,2,3,6.6,1,No
13622,26,Female,Married,Salaried,Central,Savings,73171,21,80.04,99941,5,249238,51245,72.12,0,2,10.0,3,No
13623,26,Male,Single,Student,North,Savings,85747,0,73.92,79924,1,14860,13641,84.87,1,4,10.0,1,Yes
13624,45,Female,Married,Student,South,Savings,93259,1,83.21,79175,3,45278,22149,85.51,0,3,8.33,5,No
13625,50,Male,Single,Unemployed,West,Premium,41990,27,66.73,44725,6,295315,69604,71.57,1,3,10.0,2,Yes
13626,43,Male,Single,Self-Employed,North,Current,137692,25,37.5,80355,6,281052,67122,36.81,3,3,9.45,21,Yes
13627,32,Male,Single,Student,South,Savings,40958,3,90.09,41084,2,67152,19120,96.56,0,3,8.0,4,No
13628,43,Female,Married,Retired,West,Current,139210,15,83.11,123842,6,203357,50543,78.15,0,2,8.06,0,No
13629,31,Male,Single,Retired,North,Premium,78071,12,20.96,51866,4,138960,36199,18.93,5,2,10.0,18,Yes
13630,19,Male,Single,Salaried,South,Savings,20467,11,59.52,42678,5,131705,35021,71.75,3,2,6.99,5,Yes
13631,30,Male,Single,Retired,Central,Savings,38223,27,62.81,67482,8,302565,68435,51.38,1,2,10.0,2,No
13632,25,Male,Married,Student,South,Current,20517,4,76.88,58704,1,64991,23054,79.96,1,3,10.0,4,No
13633,18,Female,Other,Salaried,Central,Savings,120327,2,82.51,67667,1,40149,24249,79.32,0,3,9.26,4,No
13634,62,Male,Married,Unemployed,West,Current,58992,27,74.98,56518,6,295505,72813,76.84,2,4,10.0,2,No
13635,18,Male,Single,Salaried,East,Savings,15724,28,63.68,21848,7,302479,69399,53.69,2,2,8.38,5,No
13636,36,Male,Single,Retired,Central,Savings,75015,19,39.4,47471,4,230459,56667,49.6,3,2,7.49,8,No
13637,32,Male,Married,Student,East,Current,43377,1,100.0,31839,2,25839,21684,100.0,0,3,10.0,5,No
13638,18,Male,Single,Unemployed,West,Current,24580,23,96.54,55206,6,249706,64087,94.71,0,2,7.29,0,No
13639,62,Female,Other,Business,North,Savings,163861,4,87.38,77360,1,95964,32755,99.81,0,2,9.28,1,No
13640,42,Female,Single,Salaried,Central,Savings,63855,0,95.43,66078,1,21305,15727,88.39,0,3,10.0,2,No
13641,22,Female,Single,Student,South,Savings,50208,13,45.0,31657,6,159986,39658,61.51,3,2,10.0,3,No
13642,18,Male,Single,Student,South,Premium,47114,14,79.46,67717,5,179258,45980,98.22,1,2,10.0,0,No
13643,30,Female,Single,Business,West,Current,24149,3,81.23,59415,2,48832,16346,79.94,0,3,8.81,2,No
13644,33,Male,Married,Self-Employed,East,Savings,27371,11,27.6,56745,3,157268,30404,22.71,4,2,5.82,11,Yes
13645,44,Female,Single,Retired,West,Savings,129437,9,75.27,108400,4,133832,36770,70.87,1,2,10.0,5,No
13646,18,Male,Married,Business,North,Current,45056,17,49.4,16401,4,179799,46357,51.88,4,3,10.0,5,Yes
13647,45,Female,Married,Retired,North,Current,60672,8,75.22,85974,2,80378,31126,89.68,2,2,9.12,2,No
13648,52,Male,Other,Salaried,Central,Current,17560,4,81.18,51873,2,56147,20982,81.87,2,3,9.62,0,No
13649,43,Female,Married,Student,South,Current,27150,21,65.06,81525,5,251795,59161,76.34,1,2,10.0,5,No
13650,40,Male,Single,Unemployed,Central,Current,86326,24,85.32,84885,6,281928,64792,81.17,0,3,10.0,5,No
13651,53,Male,Married,Self-Employed,West,Premium,75103,8,85.53,93323,3,100277,32329,81.68,0,2,6.9,4,No
13652,31,Male,Other,Retired,North,Savings,171446,18,45.55,91490,5,198193,55560,44.7,2,4,7.34,5,Yes
13653,41,Female,Married,Retired,Central,Current,134023,29,30.42,72488,5,349322,74736,35.76,4,5,8.67,18,Yes
13654,47,Male,Single,Unemployed,West,Savings,52134,24,38.94,81763,7,276210,57587,42.88,4,2,10.0,7,Yes
13655,52,Male,Single,Salaried,North,Savings,79520,19,100.0,80331,4,210908,55557,100.0,1,2,10.0,4,No
13656,34,Female,Married,Retired,North,Savings,49515,16,42.32,33383,6,185383,45406,30.09,3,2,9.63,2,No
13657,32,Female,Single,Retired,West,Savings,205435,14,59.34,156888,5,169404,50174,72.71,3,2,6.61,1,No
13658,35,Female,Single,Student,East,Premium,119301,13,66.88,93730,5,146900,43417,68.52,1,4,8.31,4,No
13659,57,Female,Single,Business,West,Premium,66291,23,44.82,77826,5,253380,59433,43.62,3,2,8.93,2,Yes
13660,23,Female,Married,Retired,West,Savings,67523,17,59.96,51013,4,195062,47459,52.37,2,2,7.69,2,Yes
13661,45,Male,Single,Student,North,Savings,142473,25,23.21,130018,5,266254,62932,49.79,3,2,9.35,15,No
13662,20,Female,Single,Self-Employed,North,Current,84774,13,88.28,54252,2,196657,40880,84.81,0,3,10.0,4,No
13663,23,Male,Other,Salaried,East,Savings,152539,19,77.74,101283,6,245773,59743,68.06,1,3,9.14,0,No
13664,20,Female,Married,Self-Employed,North,Savings,16055,2,94.92,73949,2,63184,19958,90.38,0,2,9.25,2,No
13665,18,Male,Married,Student,South,Savings,78963,24,57.62,75775,8,257190,58681,52.34,3,2,8.23,1,No
13666,18,Male,Single,Business,South,Savings,43946,20,58.25,58320,6,223954,54092,57.0,2,2,7.84,1,No
13667,33,Female,Married,Student,South,Savings,171755,1,70.36,95476,4,43561,21492,61.86,1,2,6.68,0,No
13668,34,Male,Other,Business,North,Current,151424,19,56.16,99670,6,226331,53687,57.17,2,3,10.0,2,No
13669,43,Male,Other,Student,Central,Savings,61065,20,51.39,34756,4,231662,51543,78.4,2,4,8.86,5,No
13670,41,Other,Married,Business,Central,Current,150448,5,26.71,100473,3,54727,25391,36.2,4,2,7.2,16,No
13671,47,Male,Married,Business,North,Premium,174532,23,100.0,117444,7,257057,70964,100.0,0,4,8.06,1,No
13672,42,Female,Other,Salaried,South,Current,62607,8,48.04,75936,4,150727,28942,56.94,2,3,7.44,4,No
13673,52,Female,Married,Self-Employed,East,Savings,263856,24,62.33,160005,8,284777,73010,67.84,1,2,10.0,3,No
13674,23,Male,Single,Retired,West,Savings,58758,0,56.65,116953,1,16744,12520,59.69,2,2,10.0,4,No
13675,46,Male,Other,Salaried,West,Premium,52642,28,62.03,56450,6,318725,71596,65.18,1,4,10.0,2,No
13676,31,Female,Single,Business,South,Current,100661,14,49.23,103683,3,173040,42986,63.72,3,4,6.32,4,Yes
13677,33,Male,Married,Student,East,Savings,48422,0,57.78,67510,1,16975,15341,61.42,2,4,9.42,1,No
13678,29,Female,Other,Unemployed,Central,Savings,63019,2,100.0,78232,1,50102,20917,89.33,0,2,8.02,0,No
13679,40,Female,Married,Student,West,Savings,139477,23,79.72,147590,7,251329,64123,83.39,1,2,9.74,0,No
13680,26,Male,Single,Salaried,Central,Current,60568,15,40.14,52691,4,192539,44237,48.06,2,3,9.55,3,Yes
13681,43,Female,Other,Unemployed,Central,Savings,21654,14,54.98,46469,3,158116,40332,44.65,2,2,8.8,1,Yes
13682,24,Female,Other,Salaried,North,Current,74636,14,40.4,48696,3,193259,39197,47.33,4,4,10.0,0,Yes
13683,40,Female,Single,Self-Employed,South,Savings,39427,4,34.85,58806,2,66789,17608,20.73,3,3,4.68,21,Yes
13684,53,Male,Other,Self-Employed,Central,Savings,100625,9,84.16,92868,4,123851,37200,77.44,0,2,5.66,5,No
13685,24,Female,Married,Self-Employed,Central,Premium,90918,21,61.19,99675,4,253554,59806,54.08,1,2,9.15,0,No
13686,63,Male,Married,Retired,East,Current,144761,10,91.48,122717,4,143866,43440,100.0,0,2,10.0,2,No
13687,29,Male,Married,Student,West,Savings,103209,7,47.32,88244,3,113741,26861,38.61,2,2,8.91,0,No
13688,34,Male,Married,Self-Employed,North,Savings,115167,14,87.2,105208,3,148125,50004,88.47,0,2,10.0,3,No
13689,26,Male,Single,Salaried,South,Current,40076,19,65.49,84175,5,239525,50784,72.64,3,2,10.0,4,No
13690,29,Other,Single,Student,East,Savings,96992,24,64.16,85819,7,256794,68002,61.31,1,2,10.0,2,No
13691,27,Male,Other,Self-Employed,Central,Premium,195061,11,85.13,125844,4,127543,45412,96.37,0,2,10.0,5,No
13692,39,Male,Married,Student,East,Savings,39608,25,70.61,66938,6,268248,63994,76.43,1,3,8.8,4,No
13693,29,Male,Single,Student,Central,Savings,176282,3,69.94,120885,4,42920,28021,69.26,1,4,7.37,4,No
13694,35,Female,Single,Business,South,Premium,43061,25,78.38,53935,5,286942,64410,90.8,1,4,10.0,3,No
13695,40,Female,Single,Student,East,Savings,35911,27,16.41,77140,6,275418,63710,24.27,4,2,4.63,18,Yes
13696,31,Female,Married,Business,West,Current,71519,9,77.29,108691,2,112452,38656,85.78,2,3,10.0,0,No
13697,19,Male,Married,Unemployed,East,Premium,92000,15,54.32,80336,5,189421,46241,63.84,2,3,10.0,2,Yes
13698,29,Male,Married,Student,West,Savings,103471,28,42.23,92256,6,331253,69388,60.39,3,2,5.9,1,No
13699,26,Male,Single,Unemployed,East,Savings,33622,14,53.23,46596,4,160612,38344,53.21,2,3,8.17,2,No
13700,18,Male,Single,Student,Central,Current,77708,4,49.51,76866,1,72363,23818,52.88,2,2,9.01,3,Yes
13701,49,Male,Single,Business,Central,Savings,39682,21,96.44,51072,4,257543,56046,86.34,2,2,10.0,2,No
13702,52,Male,Single,Self-Employed,North,Savings,24505,21,47.83,28987,5,234946,53032,41.4,4,3,7.02,0,Yes
13703,36,Female,Married,Self-Employed,Central,Current,34295,11,75.53,35112,4,138223,39868,73.28,2,3,10.0,5,No
13704,24,Female,Single,Self-Employed,West,Savings,38156,10,76.33,52871,3,134018,33776,75.61,2,2,8.84,2,No
13705,18,Male,Single,Business,East,Savings,81875,23,56.78,82486,5,240389,57486,61.42,2,3,7.11,2,No
13706,42,Female,Single,Student,West,Premium,119530,10,51.7,81291,2,140470,35603,69.68,3,2,5.72,1,Yes
13707,40,Female,Married,Salaried,South,Savings,24737,12,64.36,49866,3,135473,36410,71.81,1,2,9.39,3,Yes
13708,50,Female,Married,Student,North,Savings,73952,8,47.88,89345,1,108753,30439,52.96,2,2,9.67,4,No
13709,35,Male,Married,Retired,Central,Savings,29554,15,49.36,52318,1,157551,42467,56.03,4,3,6.45,0,Yes
13710,36,Male,Married,Retired,South,Premium,87330,15,85.47,88121,7,192462,50220,89.71,0,2,10.0,2,No
13711,27,Female,Married,Unemployed,South,Current,41206,0,99.87,79756,1,15703,20495,100.0,0,4,10.0,4,No
13712,44,Female,Married,Salaried,Central,Current,31863,18,65.27,77529,6,211831,50683,73.39,2,2,9.06,3,No
13713,26,Male,Single,Retired,South,Current,96741,22,38.04,69299,5,252438,57045,35.21,4,2,9.6,21,No
13714,38,Male,Married,Student,East,Savings,42101,27,89.05,43907,7,287001,69421,68.09,0,2,10.0,0,No
13715,27,Female,Single,Business,Central,Savings,49534,18,75.23,92555,6,211197,50728,85.1,2,3,8.89,5,No
13716,41,Female,Married,Unemployed,Central,Current,15803,29,86.36,62212,5,322824,70591,83.63,0,2,9.91,4,No
13717,44,Female,Single,Student,Central,Savings,105654,20,57.0,100494,3,230707,54750,68.3,2,2,9.61,2,No
13718,22,Male,Married,Unemployed,East,Current,97982,3,85.57,114525,2,93904,25711,95.44,0,2,10.0,1,No
13719,32,Female,Single,Unemployed,North,Savings,60070,4,59.12,88866,1,94415,20725,63.8,2,2,8.59,4,Yes
13720,58,Female,Other,Self-Employed,North,Savings,23943,2,47.43,62960,2,48029,15727,43.9,3,3,9.11,2,Yes
13721,23,Female,Married,Student,North,Current,123700,18,41.7,83700,3,233504,50872,46.28,2,3,7.8,1,Yes
13722,52,Male,Single,Retired,West,Current,40144,12,64.64,74925,3,139396,37013,67.55,2,2,10.0,4,No
13723,39,Female,Single,Business,Central,Savings,45614,27,100.0,65731,6,300536,71504,97.49,0,2,10.0,5,No
13724,26,Male,Married,Salaried,South,Current,239719,27,79.72,120646,6,295493,81213,82.56,1,3,6.82,2,No
13725,35,Female,Single,Unemployed,Central,Current,39254,25,49.61,67570,8,289577,61765,59.04,2,2,7.73,0,No
13726,23,Female,Married,Unemployed,Central,Current,93463,12,60.34,90795,4,164264,38810,62.65,3,2,7.06,2,No
13727,36,Male,Single,Self-Employed,West,Savings,83889,23,97.06,77638,7,263856,62231,99.76,1,2,10.0,3,No
13728,47,Male,Single,Salaried,East,Savings,75667,18,74.75,103408,3,221547,51096,51.56,1,3,8.54,1,No
13729,39,Female,Married,Business,South,Savings,70912,12,74.5,69405,2,139379,35778,61.4,1,3,9.67,4,No
13730,60,Male,Married,Business,East,Premium,75044,23,61.21,71996,6,259156,58036,64.71,1,2,6.35,5,No
13731,40,Female,Married,Salaried,North,Premium,70485,4,48.24,68292,2,82816,22234,31.3,2,2,4.95,0,No
13732,47,Female,Other,Business,Central,Current,58037,16,100.0,46298,5,185718,51230,100.0,0,4,8.18,3,No
13733,25,Male,Married,Business,West,Savings,148266,17,53.86,121502,4,216468,54562,67.65,2,2,8.95,0,No
13734,41,Male,Single,Salaried,North,Premium,27238,11,92.92,74234,4,132834,35101,81.68,0,3,9.68,3,No
13735,25,Other,Other,Salaried,South,Savings,110511,22,63.92,79827,6,242730,63723,50.0,1,3,9.91,3,No
13736,39,Female,Other,Business,North,Savings,98066,16,35.91,93246,2,179801,46650,36.38,3,2,4.13,20,No
13737,18,Female,Single,Retired,East,Savings,91038,17,74.43,46833,4,209098,51599,76.77,1,2,8.85,2,No
13738,72,Female,Married,Business,West,Savings,117030,0,100.0,67700,1,33778,18930,100.0,1,3,10.0,3,No
13739,36,Male,Married,Business,West,Savings,56638,25,59.31,52147,5,273686,63446,72.29,3,3,10.0,5,Yes
13740,42,Male,Other,Salaried,South,Current,19508,22,55.57,40199,6,235919,52657,53.15,2,3,7.28,5,No
13741,35,Female,Single,Retired,Central,Savings,57332,1,66.41,45350,1,18511,15786,87.18,1,2,10.0,2,No
13742,58,Female,Married,Retired,South,Savings,33033,29,40.57,27523,7,324089,68319,52.07,3,2,8.0,1,Yes
13743,20,Female,Married,Student,West,Savings,38595,12,53.47,48586,3,141590,38204,48.94,2,2,8.72,5,No
13744,21,Male,Other,Retired,South,Premium,28411,9,93.63,15697,4,106685,35125,91.13,1,3,10.0,2,No
13745,59,Other,Single,Self-Employed,West,Savings,44962,2,58.67,95210,2,26740,17391,63.14,3,2,10.0,1,No
13746,36,Female,Married,Unemployed,North,Savings,41857,14,37.81,68718,4,177568,41406,37.7,3,2,5.25,18,No
13747,42,Female,Other,Business,North,Current,14378,26,58.7,62951,8,285112,66346,54.85,2,2,8.92,5,No
13748,32,Male,Single,Business,Central,Current,91138,26,62.65,55225,6,290393,67665,54.88,1,2,8.82,0,No
13749,40,Female,Other,Salaried,Central,Savings,226883,26,63.76,140471,6,333177,70978,41.0,2,4,9.96,0,No
13750,42,Female,Married,Business,West,Savings,86141,22,95.71,96899,6,269369,61010,100.0,0,2,9.01,4,No
13751,38,Male,Single,Unemployed,East,Savings,53010,0,100.0,115746,1,15358,15794,90.11,0,3,10.0,0,No
13752,43,Male,Single,Self-Employed,West,Current,57939,11,69.61,106588,3,141219,35763,64.45,1,6,9.51,0,No
13753,25,Male,Single,Retired,Central,Savings,46509,3,90.73,54284,3,53416,20933,100.0,0,2,10.0,2,No
13754,51,Male,Single,Business,South,Current,63197,22,68.93,29818,4,237939,58738,66.02,1,3,8.67,2,No
13755,48,Female,Single,Student,East,Current,58559,29,30.49,35198,7,311757,66079,28.59,4,3,5.38,8,Yes
13756,50,Male,Married,Business,Central,Premium,36147,1,26.85,57059,1,38554,9479,9.96,5,2,7.14,20,Yes
13757,39,Male,Married,Student,South,Current,164346,19,56.08,148621,4,203310,54805,64.2,5,3,8.81,3,No
13758,19,Male,Single,Student,Central,Savings,24531,24,43.87,65129,4,227156,56303,55.21,2,2,3.53,2,No
13759,57,Female,Single,Unemployed,West,Savings,92133,22,45.58,56929,5,248099,59027,37.67,2,2,8.27,1,No
13760,18,Female,Single,Unemployed,North,Current,56346,18,31.85,70450,6,177603,50904,26.38,4,3,8.04,13,Yes
13761,52,Male,Single,Retired,South,Savings,187306,18,100.0,71733,2,194802,58909,100.0,1,3,10.0,4,No
13762,24,Male,Married,Student,East,Savings,73461,26,99.77,55153,5,294442,69665,95.28,0,5,10.0,0,No
13763,28,Female,Married,Student,East,Savings,48245,19,73.66,51428,5,205447,50030,51.16,1,3,10.0,3,No
13764,18,Female,Single,Business,South,Savings,51605,19,47.88,76073,5,250315,48846,48.48,2,3,8.07,1,No
13765,18,Female,Single,Unemployed,North,Current,61325,28,77.71,104040,7,279142,71428,78.83,1,2,9.92,5,No
13766,22,Other,Married,Student,South,Current,30161,12,70.7,26598,3,152833,42328,81.57,1,2,10.0,3,No
13767,33,Female,Other,Retired,North,Savings,37792,27,78.57,87605,8,297173,67464,86.81,2,2,9.41,1,No
13768,24,Male,Married,Salaried,East,Savings,20517,23,57.06,42937,5,233721,60135,58.87,3,2,6.26,2,No
13769,33,Female,Single,Student,South,Premium,34413,29,35.21,69418,6,300135,64298,36.66,4,2,4.16,11,Yes
13770,47,Female,Married,Business,East,Savings,63344,21,58.89,97632,5,216879,52266,74.26,2,2,7.22,3,No
13771,24,Female,Single,Student,North,Savings,71689,21,60.93,86042,4,223189,60223,55.6,2,2,10.0,2,No
13772,27,Male,Married,Business,Central,Savings,18258,7,66.4,30159,2,95297,30098,77.11,2,2,10.0,5,No
13773,31,Female,Single,Self-Employed,Central,Savings,55142,10,43.96,86194,2,121650,29914,54.36,2,3,10.0,3,No
13774,24,Female,Married,Retired,East,Savings,83955,7,59.02,57147,3,112221,27534,47.0,2,3,9.43,4,No
13775,21,Female,Married,Student,North,Savings,54298,23,76.76,102781,6,247027,61991,66.09,1,2,10.0,4,No
13776,35,Male,Other,Unemployed,Central,Premium,40934,11,64.24,77996,2,154777,34428,57.26,3,3,10.0,2,No
13777,49,Female,Single,Salaried,South,Savings,46756,16,79.9,55135,3,174264,48537,91.0,1,2,10.0,3,No
13778,46,Female,Married,Unemployed,Central,Savings,43284,7,34.53,69055,1,85225,24663,36.08,3,2,7.03,8,Yes
13779,34,Female,Other,Retired,East,Savings,40862,20,85.27,38183,5,220858,54087,99.11,1,3,10.0,5,No
13780,30,Female,Married,Business,North,Premium,66455,2,45.48,111212,2,41172,14164,23.8,2,2,5.64,5,Yes
13781,44,Female,Single,Unemployed,East,Savings,239094,6,73.16,144822,2,105410,33234,73.42,4,4,10.0,3,Yes
13782,54,Female,Single,Retired,West,Savings,38322,12,67.33,66501,5,130751,35437,67.08,1,3,10.0,0,No
13783,18,Female,Single,Unemployed,South,Current,49469,29,40.68,63309,7,342764,69418,47.38,3,4,8.42,0,Yes
13784,18,Female,Married,Unemployed,Central,Current,58045,17,42.79,80149,5,203240,50146,34.08,2,2,2.16,3,No
13785,27,Male,Single,Salaried,Central,Savings,39639,9,54.05,82505,4,87881,29708,37.43,3,2,9.62,4,No
13786,44,Female,Married,Student,East,Savings,115721,25,73.94,78881,7,276342,69784,59.73,2,3,9.1,2,No
13787,37,Male,Married,Student,East,Savings,14435,29,82.93,59767,6,319994,70736,69.27,0,2,9.8,0,No
13788,29,Female,Single,Business,South,Savings,43536,5,80.03,50118,1,86811,21370,80.73,0,2,6.37,5,No
13789,59,Male,Single,Unemployed,Central,Savings,97830,3,73.57,86258,1,71568,23096,75.34,2,2,10.0,0,No
13790,35,Male,Single,Retired,South,Current,50188,12,81.17,98363,4,134067,41168,73.97,0,2,10.0,0,No
13791,18,Female,Married,Salaried,North,Savings,36588,14,55.35,50182,5,159836,40753,47.98,2,3,7.07,0,Yes
13792,50,Male,Married,Self-Employed,West,Savings,77999,16,45.42,79518,3,197130,47197,43.71,3,3,6.6,2,Yes
13793,33,Female,Married,Retired,West,Savings,103136,12,68.04,123381,4,142404,39444,62.43,1,3,10.0,5,No
13794,44,Male,Married,Salaried,East,Savings,67940,14,100.0,96244,3,192757,46394,100.0,1,2,10.0,3,No
13795,40,Male,Single,Student,North,Savings,37022,29,61.57,61952,6,315395,70266,74.94,1,2,5.94,1,No
13796,22,Male,Married,Student,West,Savings,78725,5,67.71,85882,3,77725,26621,46.56,1,3,7.91,3,No
13797,40,Male,Single,Self-Employed,East,Savings,47040,18,73.95,41269,4,219182,55432,71.11,1,3,9.85,2,No
13798,35,Female,Single,Business,East,Current,93630,11,63.26,82654,2,124761,39454,70.99,2,3,10.0,5,No
13799,36,Male,Single,Business,East,Savings,145794,28,85.76,87408,6,311878,75404,68.35,1,3,10.0,4,No
13800,30,Male,Single,Unemployed,West,Savings,12539,19,51.03,89265,5,193909,47979,57.02,2,3,6.15,0,No
13801,23,Male,Married,Unemployed,Central,Savings,64000,19,100.0,84348,5,207155,53521,100.0,0,4,10.0,3,No
13802,18,Female,Single,Self-Employed,South,Savings,21132,23,57.73,68700,6,268555,56247,75.54,2,2,10.0,4,No
13803,34,Male,Single,Retired,North,Savings,259126,6,92.65,133088,3,110630,39948,81.64,1,2,10.0,0,No
13804,30,Male,Married,Unemployed,East,Savings,45212,8,100.0,59625,2,126104,34224,100.0,0,3,10.0,3,No
13805,20,Female,Married,Retired,South,Premium,93697,10,37.37,95272,3,137097,34203,47.33,4,2,5.93,7,Yes
13806,25,Male,Married,Student,North,Savings,58618,15,63.52,89610,3,157211,44609,73.83,1,3,10.0,2,No
13807,41,Female,Married,Salaried,West,Current,36980,6,84.65,72749,3,68726,28652,80.1,1,3,10.0,4,No
13808,27,Female,Single,Salaried,Central,Current,34432,24,79.78,64069,4,247066,59478,86.21,2,2,10.0,0,No
13809,29,Female,Married,Business,Central,Savings,155035,13,59.56,83737,4,154360,42242,77.06,2,2,9.69,1,Yes
